0.000000 4.503888 -2.968110 -0.858922 4.228727 -3.126957 -0.476909 4.439206 -2.963477 -1.969810 4.486926 -2.672154 -0.974540 4.497573 -3.686788 -0.406316 4.347999 -2.981550 -0.791477 4.366438 -2.864991 -2.303400 4.386312 -3.331428 -0.333388 4.418637 -3.023266 -0.538446 4.413049 -2.863876 -2.490560 4.463958 -3.002910 -0.575805 4.406720 -3.070764 -1.072150 4.461859 -2.844706 -1.568460 4.525511 -3.222981 -0.752492 4.342985 -2.562500 -0.813722 4.499821 -2.972691 -1.966540 4.431477 -3.120752 -0.828010 4.362886 -2.904575 -1.497550 4.433798 -2.903172 -0.849804 4.518441 -3.413033 -0.317831 4.288287 -3.329303 -0.263612 4.404122 -3.097177 -0.740103 4.461324 -2.767134 -1.864250 4.442624 -2.650689 -2.075910 4.389991 -3.487798 -0.010316
0.000000 4.519856 -2.986617 -0.858922 4.234849 -3.130120 -0.476909 4.436669 -2.969494 -1.969810 4.491915 -2.679504 -0.974540 4.510522 -3.689711 0.097265 4.371723 -3.005564 -0.791477 4.364383 -2.867276 -2.303400 4.395749 -3.334696 -0.333388 4.436099 -3.033696 -0.538446 4.405200 -2.869856 -2.490560 4.475260 -3.010247 -0.575805 4.408755 -3.074501 -1.072150 4.464396 -2.868760 -1.209820 4.532128 -3.229176 -0.752492 4.347050 -2.581132 -1.760040 4.497701 -2.977764 -1.966540 4.442699 -3.130647 -0.277829 4.363129 -2.907880 -1.497550 4.438843 -2.908912 -0.849804 4.525098 -3.415223 -0.317831 4.292374 -3.330406 -0.263612 4.417462 -3.109361 -0.740103 4.469748 -2.789457 -1.144520 4.439795 -2.655805 -2.075910 4.400567 -3.487907 -0.010316
0.000000 4.534255 -3.002459 -0.288235 4.240251 -3.132911 -0.476909 4.434430 -2.974804 -1.969810 4.496317 -2.685992 -0.974540 4.519844 -3.688801 0.097265 4.392660 -3.026757 -0.791477 4.366289 -2.884905 -1.449480 4.404077 -3.337580 -0.333388 4.457847 -3.054466 -0.875856 4.406955 -2.880134 -1.302070 4.485233 -3.016721 -0.575805 4.431776 -3.084407 -0.379003 4.475421 -2.897964 -1.209820 4.544256 -3.234032 -0.311453 4.340881 -2.613342 -1.760040 4.502304 -2.994927 -1.214540 4.456870 -3.134688 -0.277829 4.364238 -2.910753 -0.617621 4.443295 -2.913978 -0.849804 4.530973 -3.417156 -0.317831 4.295981 -3.331380 -0.263612 4.429235 -3.120112 -0.740103 4.482000 -2.816436 -1.144520 4.437299 -2.660319 -2.075910 4.409900 -3.488003 -0.010316
0.000000 4.552530 -3.007878 -0.288235 4.245019 -3.135375 -0.476909 4.437752 -2.981124 -1.049680 4.498583 -2.700114 -1.578960 4.528072 -3.687999 0.097265 4.411136 -3.045459 -0.791477 4.368431 -2.902473 -1.449480 4.411427 -3.340125 -0.333388 4.481909 -3.080618 -0.366425 4.409628 -2.889839 -1.302070 4.491720 -3.023283 -0.893316 4.459467 -3.095435 -0.379003 4.485150 -2.923737 -1.209820 4.556888 -3.238098 -0.311453 4.335436 -2.641768 -1.760040 4.512199 -3.021518 -1.214540 4.469376 -3.138255 -0.277829 4.367609 -2.913148 -0.617621 4.448363 -2.918172 -0.199278 4.536158 -3.418862 -0.317831 4.299164 -3.332239 -0.263612 4.443916 -3.125885 -0.187695 4.495791 -2.839814 -0.183553 4.435096 -2.664304 -2.075910 4.418137 -3.488088 -0.010316
0.000000 4.568658 -3.012659 -0.288235 4.249226 -3.137549 -0.476909 4.441006 -2.986792 -1.049680 4.498388 -2.723941 -1.578960 4.535332 -3.687290 0.097265 4.418711 -3.052222 -0.102795 4.370321 -2.917977 -1.449480 4.417913 -3.342371 -0.333388 4.495939 -3.086002 -0.366425 4.411986 -2.898404 -1.302070 4.496591 -3.029337 -0.893316 4.483905 -3.105168 -0.379003 4.499541 -2.942721 -0.366163 4.568036 -3.241687 -0.311453 4.345490 -2.662777 -0.924183 4.520932 -3.044985 -1.214540 4.480413 -3.141403 -0.277829 4.370584 -2.915261 -0.617621 4.458876 -2.920295 -0.199278 4.540734 -3.420367 -0.317831 4.301973 -3.332997 -0.263612 4.459571 -3.128858 -0.187695 4.560851 -2.851892 -0.183553 4.433151 -2.667820 -2.075910 4.425405 -3.488163 -0.010316
0.000000 4.582891 -3.016879 -0.288235 4.252940 -3.139467 -0.476909 4.443877 -2.991794 -1.049680 4.499116 -2.740035 -1.004380 4.541740 -3.686665 0.097265 4.420182 -3.052374 -0.102795 4.371989 -2.931659 -1.449480 4.496663 -3.321805 0.270222 4.508321 -3.090753 -0.366425 4.414068 -2.905963 -1.302070 4.500889 -3.034679 -0.893316 4.505471 -3.113757 -0.379003 4.523874 -2.952051 -0.366163 4.577873 -3.244854 -0.311453 4.358551 -2.680079 -0.924183 4.528639 -3.065694 -1.214540 4.490153 -3.144181 -0.277829 4.373210 -2.917126 -0.617621 4.468153 -2.922169 -0.199278 4.569322 -3.420146 0.029163 4.304452 -3.333666 -0.263612 4.473386 -3.131482 -0.187695 4.618265 -2.862551 -0.183553 4.431436 -2.670923 -2.075910 4.431820 -3.488230 -0.010316
0.000000 4.595451 -3.020603 -0.288235 4.256216 -3.141160 -0.476909 4.446411 -2.996208 -1.049680 4.501660 -2.744037 -1.004380 4.550018 -3.686777 -0.126780 4.421479 -3.052508 -0.102795 4.373462 -2.943733 -1.449480 4.556564 -3.318856 -0.133972 4.519247 -3.094946 -0.366425 4.415905 -2.912633 -1.302070 4.504682 -3.039394 -0.893316 4.546802 -3.158919 -0.893937 4.545348 -2.960285 -0.366163 4.586555 -3.247649 -0.311453 4.370077 -2.695347 -0.924183 4.535440 -3.083970 -1.214540 4.498748 -3.146632 -0.277829 4.375527 -2.918772 -0.617621 4.476341 -2.923822 -0.199278 4.604865 -3.424455 -0.487818 4.328102 -3.330380 0.140858 4.485578 -3.133798 -0.187695 4.636885 -2.877927 -0.983112 4.429921 -2.673661 -2.075910 4.437481 -3.488288 -0.010316
0.000000 4.606535 -3.023890 -0.288235 4.320568 -3.124989 0.249446 4.448648 -3.000104 -1.049680 4.503906 -2.747568 -1.004380 4.564454 -3.688617 -0.126780 4.422624 -3.052626 -0.102795 4.378516 -2.946786 -0.323033 4.595630 -3.324121 -0.133972 4.528890 -3.098647 -0.366425 4.417526 -2.918520 -1.302070 4.508030 -3.043555 -0.893316 4.596267 -3.220482 -0.893937 4.564298 -2.967552 -0.366163 4.594217 -3.250115 -0.311453 4.376311 -2.699857 -0.205002 4.541442 -3.100099 -1.214540 4.509366 -3.155432 -0.748230 4.377572 -2.920225 -0.617621 4.483566 -2.925281 -0.199278 4.628560 -3.437027 -0.487818 4.350485 -3.327207 0.140858 4.496337 -3.135841 -0.187695 4.646754 -2.892741 -0.983112 4.442655 -2.685178 -0.731865 4.442477 -3.488339 -0.010316
0.000000 4.616317 -3.026790 -0.288235 4.383057 -3.109069 0.249446 4.450621 -3.003542 -1.049680 4.505887 -2.750684 -1.004380 4.577194 -3.690241 -0.126780 4.423635 -3.052730 -0.102795 4.383454 -2.948439 -0.323033 4.630106 -3.328768 -0.133972 4.537400 -3.101912 -0.366425 4.418956 -2.923714 -1.302070 4.510984 -3.047227 -0.893316 4.613650 -3.238174 -0.289201 4.581022 -2.973965 -0.366163 4.600978 -3.252292 -0.311453 4.380433 -2.700714 -0.205002 4.559796 -3.118214 -0.765002 4.519395 -3.164742 -0.748230 4.379377 -2.921507 -0.617621 4.489942 -2.926569 -0.199278 4.649470 -3.448121 -0.487818 4.370237 -3.324406 0.140858 4.505832 -3.137645 -0.187695 4.655463 -2.905813 -0.983112 4.454156 -2.695508 -0.731865 4.452225 -3.494894 -0.759901
0.000000 4.624950 -3.029349 -0.288235 4.411096 -3.106659 -0.245473 4.452363 -3.006575 -1.049680 4.507636 -2.753434 -1.004380 4.588436 -3.691674 -0.126780 4.424527 -3.052822 -0.102795 4.387812 -2.949897 -0.323033 4.660530 -3.332868 -0.133972 4.553378 -3.118731 -0.818956 4.420219 -2.928299 -1.302070 4.513591 -3.050468 -0.893316 4.618943 -3.239749 -0.289201 4.591579 -2.981395 -0.933441 4.606945 -3.254213 -0.311453 4.384070 -2.701470 -0.205002 4.576632 -3.134377 -0.765002 4.528245 -3.172958 -0.748230 4.380969 -2.922638 -0.617621 4.495569 -2.927706 -0.199278 4.667923 -3.457913 -0.487818 4.390581 -3.339656 -0.918577 4.514212 -3.139236 -0.187695 4.663149 -2.917350 -0.983112 4.464305 -2.704625 -0.731865 4.469751 -3.511548 -0.759901
